sentence,sentence_clean,gold_label,label_id
delivery vaneko date ma nagarne msg reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,delivery vaneko date ma nagarne message reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,negative,0
aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina  ani c\nchado purai part haru baira niskiNa thalo,aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina ani c nchado purai part haru baira niskina thalo,negative,0
dherai ramro lagyo. maile aru dherai use gare tara yo babbal lagyo,dherai ramro lagyo maile aru dherai use gare tara yo babbal lagyo,positive,1
Charge chai ekxin pani tikdaina .. charger jodera mtra kaam lagxa,charge chai ekxin pani tikdaina charger jodera mtra kaam lagxa,negative,0
2 din mai bigriyo .,din mai bigriyo,negative,0
ekdam ramro chha,ekdam ramro chha,positive,1
Bluetooth bigreko parexa check garerw dinu parxa nii,bluetooth bigreko parexa check garerw dinu parxa nii,negative,0
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
"Haina k ho esto? Chamal order gareko , tapaiharu vane malai Gahat daal pathaidine?🤦🏽🤦🏽🤦🏽",haina k ho esto chamal order gareko tapaiharu vane malai gahat daal pathaidine,negative,0
As expected. Tysm 😊,as expected tysm,positive,1
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
ghatiya xa yo \nna ramrari attach hunxa na ta sound quality nai ramro xa\n5 min lagaye kan dukxa,ghatiya xa yo nna ramrari attach hunxa na ta sound quality nai ramro xa n min lagaye kan dukxa,negative,0
ekdam thulo vayo. quality ramro dekhinxa.,ekdam thulo vayo quality ramro dekhinxa,positive,1
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
color arkai diyo,color arkai diyo,negative,0
book ramro xa but mero ma pg 135 dekhi 512 samma gayev raixa and 512 dekhi last samma book nai double xa \nreturn mageko xu \n\nferi order garda ramro rw complete aahoss,book ramro xa but mero ma pg dekhi samma gayev raixa and dekhi last samma book nai double xa nreturn mageko xu n nferi order garda ramro rw complete aahoss,negative,0
black vaneko kaa Green pathako twni tait,black vaneko kaa green pathako twni tait,negative,0
Hawa nakkinu hai kasaile .. check nagari bhachyeko pathayo ... 😡😡😡😡,hawa nakkinu hai kasaile check nagari bhachyeko pathayo,negative,0
battery chai lastai chado sakido raixa. kam ta garxa.,battery chai lastai chado sakido raixa kam ta garxa,negative,0
2 ta mqtrai deara zhan 2 ta maga ko 5x2 dincha bhanera saaf thagi. (it literally states 5 layers 6 pcs ) ang gives you 2 pcs. so sad Daraz,ta mqtrai deara zhan ta maga ko x dincha bhanera saaf thagi it literally states layers pcs ang gives you pcs so sad daraz,negative,0
542 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
hawa store...auta order gareko chu.arko pathako cha...,hawa store auta order gareko chu arko pathako cha,negative,0
"Haina k ho esto? Chamal order gareko , tapaiharu vane malai Gahat daal pathaidine?🤦🏽🤦🏽🤦🏽",haina k ho esto chamal order gareko tapaiharu vane malai gahat daal pathaidine,negative,0
avg,average,positive,1
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
Derai Ramro,derai ramro,positive,1
Ekdum soche vanda ramro chaa,ekdum soche vanda ramro chaa,positive,1
dagg lako fohor kina pathako ?Ali ramro pathauna garo hunxa ho? ki ramro safa linu ko lagi badi paisa Dina Parni ho chya k pathako?,dagg lako fohor kina pathako ali ramro pathauna garo hunxa ho ki ramro safa linu ko lagi badi paisa dina parni ho chya k pathako,negative,0
charge vaxain\nreturn garne xu,charge vaxain nreturn garne xu,negative,0
Dami👊🩸,dami,positive,1
dami lagyo ekdam thik xa ☺️,dami lagyo ekdam thik xa,positive,1
Impressed,impressed,positive,1
euta ma Ali koreko raixa dotpen le... tei Pani thikai xa...,euta ma ali koreko raixa dotpen le tei pani thikai xa,positive,1
dukaaa vayera kinda hunxa nice packaging fast service 👌,dukaaa vayera kind of hunxa nice packaging fast service,positive,1
charge vaxain\nreturn garne xu,charge vaxain nreturn garne xu,negative,0
Duplicate maal.....Saag hoina chari amilo ghas umriyo...,duplicate maal saag hoina chari amilo ghas umriyo,negative,0
Daaami,daaami,positive,1
ekdam mitho ramro pareko chha,ekdam mitho ramro pareko chha,positive,1
gooood,gooood,positive,1
gooood,gooood,positive,1
Goldstar shoes never dissapoints me. Fits perfectly.,goldstar shoes never dissapoints me fits perfectly,positive,1
Dami xa,dami xa,positive,1
good ramro xa prize anusarko,good ramro xa prize anusarko,positive,1
dammi,dammi,positive,1
ekdam ramro lagyo❤️ delivery ni fast vayo sabai lay kinnu haii fully  satisfied xa❤️🥰,ekdam ramro lagyo delivery ni fast vayo sabai lay kinnu haii fully satisfied xa,positive,1
dherai ramro xa,dherai ramro xa,positive,1
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
dami,dami,positive,1
Charge nai tikirako xaina yrr 3/4 ghanta charge garda ni light ekxin mai nivihalxa,charge nai tikirako xaina yrr ghanta charge garda ni light ekxin mai nivihalxa,negative,0
Awesome Product❤️\nahile Aayeko bela check gareko thikai chalyo Agari heram kasto rahixa\nalik dhila deliver vayo tara thikai x election ko karan le dhila vako hola\nthank you so much Seller ji\nand Daraj ji. 🤣🤣🤣🤣,awesome product nahile aayeko bela check gareko thikai chalyo agari heram kasto rahixa nalik dhila deliver vayo tara thikai x election ko karan le dhila vako hola nthank you so much seller ji nand daraj ji,positive,1
120 kg lai hunna dai lai gift dinu paro 😂😂😂,kg lai hunna dai lai gift dinu paro,neutral,2
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
Derai Ramro,derai ramro,positive,1
grey magako phatako red xa yrr k aalu jsto gareako jsto magako tyestai phataye dina pardaina,grey magako phatako red xa yrr k aalu jsto gareako jsto magako tyestai phataye dina pardaina,negative,0
daami,daami,positive,1
Harek manchele padhnai parne book !,harek manchele padhnai parne book,positive,1
I loved it\ntq daraz,i loved it ntq daraz,positive,1
Calming Tone up sunscream \npathauni maile \nMineral 100 calming  vanyeko,calming tone up sunscream npathauni maile nmineral calming vanyeko,negative,0
battery chai lastai chado sakido raixa. kam ta garxa.,battery chai lastai chado sakido raixa kam ta garxa,negative,0
548 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
I wasn't expecting that gel 🤭🤭\nmailey Aja matra Saman pauni bittikai use gareko thiye ekdam man paryo aba heram Alli paxi samma Kasto banauxa vanerw🤭❤️\nmalai packaging ekdam man paryo ❤️❤️,i was not expecting that gel nmailey aja matra saman pauni bittikai use gareko thiye ekdam man paryo aba heram alli paxi samma kasto banauxa vanerw nmalai packaging ekdam man paryo,positive,1
good ramroi cha tara haat bhanda sano raicha☹️,good ramroi cha tara haat bhanda sano raicha,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
ekdam ramro xa . worth it 👍👍👍,ekdam ramro xa worth it,positive,1
ekdam ramro lagyu malai Yu products. feri malai order garnu xa Tara ahile Xena rhahexa. product ekdam ramro xa thankyou daraz. plz I want this product more.,ekdam ramro lagyu malai yu products feri malai order garnu xa tara ahile xena rhahexa product ekdam ramro xa thankyou daraz plz i want this product more,positive,1
dammi,dammi,positive,1
ekdam ramro chha hajur le Pani dhukka Saath kinda hunxa,ekdam ramro chha hajur le pani dhukka saath kind of hunxa,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina  ani c\nchado purai part haru baira niskiNa thalo,aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina ani c nchado purai part haru baira niskina thalo,negative,0
dammi lagyo,dammi lagyo,positive,1
dherai ramro xa,dherai ramro xa,positive,1
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
ekdam ramro chha,ekdam ramro chha,positive,1
gajab,gajab,positive,1
dharai ramrow chha bro \nthank you very much,dharai ramrow chha bro nthank you very much,positive,1
ekdam ramroo,ekdam ramroo,positive,1
Akdam ramro cha 😍,akdam ramro cha,positive,1
flick bahek lagi Saab ramro xa,flick bahek lagi saab ramro xa,positive,1
Ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,negative,0
"Good product ,price alikati kum vayeko vayeko vaye ajha ramro hunthyo",good product price alikati kum vayeko vayeko vaye ajha ramro hunthyo,positive,1
Ekdamei Raamro xa.,ekdamei raamro xa,positive,1
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
hoiyaaa,hoiyaaa,neutral,2
Babal Dami Gps. accurate and have anti theift features,babal dami gps accurate and have anti theift features,positive,1
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
hello namaste .\nmaele newborn ko shoes order gareko ulto parexa  return garnu paryo,hello namaste nmaele newborn ko shoes order gareko ulto parexa return garnu paryo,negative,0
"Gemei Order gareko Geemy aayo, yo fraud vayana Ra?",gemei order gareko geemy aayo yo fraud vayana ra,negative,0
2/4din use garera review garaula hai,din use garera review garaula hai,neutral,2
"Blue ma linw khojeko xaina raixa, yoo colour taii ho dirt dekinxa. Tara bag chai ramro xa kinda hunxa ☺️ 5/5",blue ma linw khojeko xaina raixa yoo colour taii ho dirt dekinxa tara bag chai ramro xa kind of hunxa,positive,1
Chaha tha kya paya hai kya vane jasto vayo yo ta .. \nali sarai sano vayo. Bowl size ko ta hola vanni socheko the aba k garnu thikai xa rakhidinxu,chaha tha kya paya hai kya vane jasto vayo yo ta nali sarai sano vayo bowl size ko ta hola vanni socheko the aba k garnu thikai xa rakhidinxu,negative,0
Dami Xa Expect Gareko Ko Jastai Xa Vaule For Money!!,dami xa expect gareko ko jastai xa vaule for money,positive,1
disappoited..vaneko color pathaudaina ..🙄,disappoited vaneko color pathaudaina,negative,0
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,negative,0
ekdum daami 🔥,ekdum daami,positive,1
ekdamai ramro xa 😍,ekdamai ramro xa,positive,1
dammi lagyo,dammi lagyo,positive,1
5 ota na chalne aayo thiyo \n45  bhane ramro nai xa,ota na chalne aayo thiyo n bhane ramro nai xa,positive,1
aako saman paraykoxa,aako saman paraykoxa,negative,0
daami xa,daami xa,positive,1
Hawa,hawa,negative,0
chaldaina kharab xa,chaldaina kharab xa,negative,0
dekayeko jasto deliver vayena. ekdam hard chha. ani paisaa liye anusaar ko facility pani chaina screen safa garna liquid etc kehi pani chaina...,dekayeko jasto deliver vayena ekdam hard chha ani paisaa liye anusaar ko facility pani chaina screen safa garna liquid etc kehi pani chaina,negative,0
ek dam damii xah jasto vniko thiya tesatai aako xah,ek dam damii xah jasto vniko thiya tesatai aako xah,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
ekdam ramro product ❤️,ekdam ramro product,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
dherai ramro xa,dherai ramro xa,positive,1
dharai ramrow chha bro \nthank you very much,dharai ramrow chha bro nthank you very much,positive,1
Biscuit haru chai daraz bata nakinna nai bhanchu ma chai... sabai tukra/dhulo huncha,biscuit haru chai daraz bata nakinna nai bhanchu ma chai sabai tukra dhulo huncha,negative,0
3.5 kg lekhera 2 kg ko pathaxa\na kinda fraud,kg lekhera kg ko pathaxa na kind of fraud,negative,0
Ekdum man paryo feri magauxu,ekdum man paryo feri magauxu,positive,1
Ghatiya earphone ever. Paisa lige paxi thorai kaam lagni ta dine garnu.,ghatiya earphone ever paisa lige paxi thorai kaam lagni ta dine garnu,negative,0
ekdam ramro xa thank you ❤️,ekdam ramro xa thank you,positive,1
Book thik xa😀,book thik xa,positive,1
ekdam ramro xa cover,ekdam ramro xa cover,positive,1
10 layers vanera 3layers pathayeko ani 3 layera ko ne 3ta dandi kaam tyo,layers vanera layers pathayeko ani layera ko ne ta dandi kaam tyo,negative,0
Bluetooth bigreko parexa check garerw dinu parxa nii,bluetooth bigreko parexa check garerw dinu parxa nii,negative,0
dami lagyo ekdam thik xa ☺️,dami lagyo ekdam thik xa,positive,1
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
Dami xa,dami xa,positive,1
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,auta matra charger aio yeto garnu bhaiena ne hajur narko ko pani charger pathaunu paro,negative,0
bigreko saman pathayechha fataha raichha,bigreko saman pathayechha fataha raichha,negative,0
ekdam ramro lagyo malai hajurharule Pani purchase garda hunxa,ekdam ramro lagyo malai hajurharule pani purchase garda hunxa,positive,1
Dami 6 product ta ramro lagyo malaita,dami product ta ramro lagyo malaita,positive,1
frequent electric shock lagira xa ke garne hola?,frequent electric shock lagira xa ke garne hola,negative,0
chappalharu jathabhabi hunbat sahyog garne rahexa thaukopani upyoghunerahexa malai khusi lagyo thank u daraz ...i am verry happy.,chappalharu jathabhabi hunbat sahyog garne rahexa thaukopani upyoghunerahexa malai khusi lagyo thank you daraz i am verry happy,positive,1
Euta saman order garda arko saman pathauna vayena ni,euta saman order garda arko saman pathauna vayena ni,negative,0
good\nramro xa\naley delay vayo \n,good nramro xa naley delay vayo n,positive,1
dami,dami,positive,1
Ekdum man paryo feri magauxu,ekdum man paryo feri magauxu,positive,1
"Feeling annoying, yo mathiko gantees loose xa khali mathi sareko saraii garnu parne kasto product pathako ho yo... toit... hat ko exercise hune raxa khali mathi tala mathi tala😤😤😤",feeling annoying yo mathiko gantees loose xa khali mathi sareko saraii garnu parne kasto product pathako ho yo toit hat ko exercise hune raxa khali mathi tala mathi tala,negative,0
euta perfume order garda arko pathaidinxa yaarr,euta perfume order garda arko pathaidinxa yaarr,negative,0
"best 4/5, Jasto sochako tastai aayo ,well satisfied",best jasto sochako tastai aayo well satisfied,positive,1
540 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
"battery aafai halnuparney raixw , tei mathi used product raixw",battery aafai halnuparney raixw tei mathi used product raixw,negative,0
babal xa,babal xa,positive,1
audio ic aipugyo aba kam kasto garxa check garna baki xa,audio ic aipugyo aba kam kasto garxa check garna baki xa,neutral,2
ali kati purano jasto dekheyxa but perfectly work \nprice anusar chai thikai xa,ali kati purano jasto dekheyxa but perfectly work nprice anusar chai thikai xa,positive,1
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
defected,defected,negative,0
Daaami,daaami,positive,1
HDMI kaam garena USB matra kaam garcha pot haru ne tight Cha,hdmi kaam garena usb matra kaam garcha pot haru ne tight cha,negative,0
Halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo.bt Nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo bt nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,positive,1
45 cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,negative,0
"euta ko pic dekhayera arko Saman pathaune?k ho yesto?firta gardinchu,yesta jabo kasle laucha yo jhur cap?",euta ko pic dekhayera arko saman pathaune k ho yesto firta gardinchu yesta jabo kasle laucha yo jhur cap,negative,0
dami xa hai product 🥰🥰 but shipping price dherai bho 😅😅,dami xa hai product but shipping price dherai bho,positive,1
bad quality 1 barsha pani nachilikana dekhauna chadyo. mero data haru sabai gayo.,bad quality barsha pani nachilikana dekhauna chadyo mero data haru sabai gayo,negative,0
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
good photo ma dekako sabai xa tihkai xa,good photo ma dekako sabai xa tihkai xa,positive,1
2 ta mqtrai deara zhan 2 ta maga ko 5x2 dincha bhanera saaf thagi. (it literally states 5 layers 6 pcs ) ang gives you 2 pcs. so sad Daraz,ta mqtrai deara zhan ta maga ko x dincha bhanera saaf thagi it literally states layers pcs ang gives you pcs so sad daraz,negative,0
ekdam ramro lagyo ...review herera kineko...perfectly packed and delivered on time.,ekdam ramro lagyo review herera kineko perfectly packed and delivered on time,positive,1
Ekdamaii man paryoo,ekdamaii man paryoo,positive,1
daami,daami,positive,1
Aakdam ramro xa 🫣,aakdam ramro xa,positive,1
Dherai ramro product,dherai ramro product,positive,1
Ek dam ramro layo 3 set magaye ☺️🙏,ek dam ramro layo set magaye,positive,1
dami,dami,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
I love It 💞 derai ramro lagyo \nJay Shree Bholebaba,i love it derai ramro lagyo njay shree bholebaba,positive,1
gum ramro zaina baki ta jsto hunu parne tyestai xa,gum ramro zaina baki ta jsto hunu parne tyestai xa,negative,0
55×25×40cm size vanera 39×11.5×26cm pathaunu  bhaxa,cm size vanera cm pathaunu bhaxa,negative,0
babal xa,babal xa,positive,1
delivery vaneko date ma nagarne msg reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,delivery vaneko date ma nagarne message reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,negative,0
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,auta matra charger aio yeto garnu bhaiena ne hajur narko ko pani charger pathaunu paro,negative,0
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Dami 6 product ta ramro lagyo malaita,dami product ta ramro lagyo malaita,positive,1
Ekdam ramro xa size ma dherai sano xa ki jasto lageko thyo tara maile expect gare jati size raixa price pani anta dherai mahango thiyo price anusar ko size vayena vanni review le garda doubt lagirako thyo tara pic ma dekhayejastai same xa ekdam man paryo 👍,ekdam ramro xa size ma dherai sano xa ki jasto lageko thyo tara maile expect gare jati size raixa price pani anta dherai mahango thiyo price anusar ko size vayena vanni review le garda doubt lagirako thyo tara pic ma dekhayejastai same xa ekdam man paryo,positive,1
3 hour suruma chalx ani 1 hrs chalx,hour suruma chalx ani hrs chalx,negative,0
ekdam ramro lagyo thank you daraj,ekdam ramro lagyo thank you daraj,positive,1
3 hour suruma chalx ani 1 hrs chalx,hour suruma chalx ani hrs chalx,negative,0
Ekdam Dami product lagyo malai thanks daraz🤝,ekdam dami product lagyo malai thanks daraz,positive,1
as spected...\nbut price dherai vayo,as spected nbut price dherai vayo,negative,0
Impressed,impressed,positive,1
"euta ko pic dekhayera arko Saman pathaune?k ho yesto?firta gardinchu,yesta jabo kasle laucha yo jhur cap?",euta ko pic dekhayera arko saman pathaune k ho yesto firta gardinchu yesta jabo kasle laucha yo jhur cap,negative,0
Alikati maila xa but cute,alikati maila xa but cute,neutral,2
damiii cha jasto order gareko testaiii sabaii thankyou daraz and pebbles,damiii cha jasto order gareko testaiii sabaii thankyou daraz and pebbles,positive,1
"dherai ramro xa ta vandai na ma tara, pisa aanusar product thikai xa. sano thino kaam chali halxa. and also packaging chai ramrai xa.",dherai ramro xa ta vandai na ma tara pisa aanusar product thikai xa sano thino kaam chali halxa and also packaging chai ramrai xa,positive,1
Dharaiiiiiiiiiiii ramro xa ♥️ \nThank you daraz 🤝,dharaiiiiiiiiiiii ramro xa nthank you daraz,positive,1
herda chhahi ramro lagyo Tara scooter ma chhahi fit nahola jasto xa ta,herda chhahi ramro lagyo tara scooter ma chhahi fit nahola jasto xa ta,neutral,2
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
euta perfume order garda arko pathaidinxa yaarr,euta perfume order garda arko pathaidinxa yaarr,negative,0
Glasses price aanushar dherai ramro xa \n150 bhanda ni Kam xa price I just loved it 😘\nAni packaging k kura garnu parda ekdam ramro \nAni product pni ramro xa ❣️\n\nproblem kxa vaney ni chasma Dami xa 😊😁,glasses price aanushar dherai ramro xa n bhanda ni kam xa price i just loved it nani packaging k kura garnu parda ekdam ramro nani product pni ramro xa n nproblem kxa vaney ni chasma dami xa,positive,1
3 wata pent order garda 2 wata matrai aayo,wata pent order garda wata matrai aayo,negative,0
dheraii naii sano xa yo ta...,dheraii naii sano xa yo ta,negative,0
HDMI kaam garena USB matra kaam garcha pot haru ne tight Cha,hdmi kaam garena usb matra kaam garcha pot haru ne tight cha,negative,0
alik sano raicha but its great 2 jana lai thikka huncha,alik sano raicha but its great jana lai thikka huncha,neutral,2
dherai ramro  xa tq,dherai ramro xa tq,positive,1
cruchy wala magako creamy wala pathayexa,cruchy wala magako creamy wala pathayexa,negative,0
dagg lako pathako cha kasto kya Kati careless vako ??herera pathauna garo hunxa ho?,dagg lako pathako cha kasto kya kati careless vako herera pathauna garo hunxa ho,negative,0
Dami👊🩸,dami,positive,1
Ek dam ramro layo 3 set magaye ☺️🙏,ek dam ramro layo set magaye,positive,1
Aakdam ramro xa 🫣,aakdam ramro xa,positive,1
ekdam mitho ramro pareko chha,ekdam mitho ramro pareko chha,positive,1
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
good products ☺️\nthanks,good products nthanks,positive,1
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa,negative,0
ekdam ramro lagyu malai Yu products. feri malai order garnu xa Tara ahile Xena rhahexa. product ekdam ramro xa thankyou daraz. plz I want this product more.,ekdam ramro lagyu malai yu products feri malai order garnu xa tara ahile xena rhahexa product ekdam ramro xa thankyou daraz plz i want this product more,positive,1
chaldaina kharab xa,chaldaina kharab xa,negative,0
At least colourful pathaunu vako vaye hunthyo.. white pathaidinu vayexa.. bt thikai xa,at least colourful pathaunu vako vaye hunthyo white pathaidinu vayexa bt thikai xa,positive,1
"duplicate saman pathayo, so disappointed kaam xaina chor haru...",duplicate saman pathayo so disappointed kaam xaina chor haru,negative,0
Dhanyabaad.... pic ma dekhako  jastai samaan  pathaidinu vayo saman ramro lago ....,dhanyabaad pic ma dekhako jastai samaan pathaidinu vayo saman ramro lago,positive,1
babal,babal,positive,1
gr,gr,positive,1
good products ☺️\nthanks,good products nthanks,positive,1
dami,dami,positive,1
Herda ramro xa use garepaxi will edit,herda ramro xa use garepaxi will edit,neutral,2
audio ic aipugyo aba kam kasto garxa check garna baki xa,audio ic aipugyo aba kam kasto garxa check garna baki xa,neutral,2
ekdum ramro xa... color ta Malai lastai maan pryo😍😍thank you,ekdum ramro xa color ta malai lastai maan pryo thank you,positive,1
Dherai ramro  chha,dherai ramro chha,positive,1
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
Inaccurate picture description padhnu purchase garnu aagadi pura purple xa bhenta jasto 😑😑,inaccurate picture description padhnu purchase garnu aagadi pura purple xa bhenta jasto,negative,0
expectations vs reality,expectations vs reality,negative,0
Ekdamai ramro product xa🥰🥰❤️,ekdamai ramro product xa,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
"Blue ma linw khojeko xaina raixa, yoo colour taii ho dirt dekinxa. Tara bag chai ramro xa kinda hunxa ☺️ 5/5",blue ma linw khojeko xaina raixa yoo colour taii ho dirt dekinxa tara bag chai ramro xa kind of hunxa,positive,1
18 piece vanera 9 piece matrai pathaunu vayechha.\nScamm,piece vanera piece matrai pathaunu vayechha nscamm,negative,0
😍 got it and love it ! ❤️ suruma  tah la stickers ra charm tah raina xa aauta daekhayaera aarko bachyo 😫 lagyathyo but bhitra raixa 😝 ani aarko kura 6 ota charm hunu parnaema 4 ota matra pathaunu vako raixa 😞 otherthen that its wow 🥰,got it and love it suruma tah la stickers ra charm tah raina xa aauta daekhayaera aarko bachyo lagyathyo but bhitra raixa ani aarko kura ota charm hunu parnaema ota matra pathaunu vako raixa otherthen that its wow,positive,1
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
ekdam ramro lagyo ...review herera kineko...perfectly packed and delivered on time.,ekdam ramro lagyo review herera kineko perfectly packed and delivered on time,positive,1
derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,derai tight xa phone halna garo xa but thikxa kam chalau sasto wala,negative,0
Ali sano size lagiyo taraha ramro6,ali sano size lagiyo taraha ramro,positive,1
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,negative,0
